time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-08-16T21:09:33.390Z,41.4952,-126.9321,10,3.9,mb,,264,2.144,0.55,us,us2000a8x2,2017-11-14T01:42:11.040Z,"228km WSW of Brookings, Oregon",earthquake,6.7,2,0.21,6,reviewed,us,us
2017-08-14T20:14:22.400Z,41.9578333,-126.0903333,4.69,2.99,md,24,274,1.411,0.32,nc,nc72868525,2017-08-24T03:36:03.203Z,"146km WSW of Gold Beach, Oregon",earthquake,5.2,11.49,0.067,14,reviewed,nc,nc
2017-06-17T16:20:24.370Z,41.8801,-126.7989,10.64,2.7,ml,,266,2.077,0.91,us,us20009na6,2017-08-18T23:13:32.040Z,"205km WSW of Gold Beach, Oregon",earthquake,8.2,10.1,0.057,40,reviewed,us,us
2017-05-21T01:36:01.480Z,40.3541667,-126.8535,20.62,2.88,ml,17,318,1.925,0.24,nc,nc72803901,2017-05-25T02:10:03.631Z,"220km W of Ferndale, California",earthquake,5.12,31.61,0.149,6,reviewed,nc,nc
2017-03-27T09:19:56.100Z,41.8291,-126.8392,10,4.2,mwr,,177,2.219,1.31,us,us20008uz8,2017-06-16T23:07:58.040Z,"209km WSW of Gold Beach, Oregon",earthquake,6.7,1.9,0.049,40,reviewed,us,us
2017-03-12T22:31:59.450Z,40.6425,-127.2122,12.61,3.3,ml,,262,2.196,0.89,us,us100088ke,2017-06-07T00:33:37.040Z,"249km W of Ferndale, California",earthquake,10.5,9.8,0.06,36,reviewed,us,us
2017-03-07T08:48:09.330Z,40.8386667,-126.9733333,4.48,2.94,md,13,341,2.038,0.2,nc,nc72771311,2017-03-08T02:28:02.477Z,"230km W of Ferndale, California",earthquake,13.59,10.97,0.061,7,reviewed,nc,nc
2017-02-21T11:22:30.120Z,40.7985,-126.9908,10,4,mb,,209,2.044,0.83,us,us20008lnj,2017-05-17T01:19:34.040Z,"231km W of Ferndale, California",earthquake,7.8,2,0.108,23,reviewed,us,us
2017-02-19T05:54:18.810Z,40.3803,-126.2837,10,3.3,ml,,255,1.488,0.72,us,us20008kr2,2017-05-17T01:19:31.040Z,"172km W of Ferndale, California",earthquake,7.9,2,0.055,44,reviewed,us,us
2017-01-10T15:43:57.290Z,42.3306,-126.7644,10,4.3,mb,,239,1.887,1.09,us,us10007vkw,2017-04-01T00:26:07.040Z,"191km WSW of Port Orford, Oregon",earthquake,11.4,2,0.376,2,reviewed,us,us
2017-01-06T17:27:10.410Z,40.489,-126.2479,9.02,2.7,ml,,255,1.457,1,us,us10007t0k,2017-03-27T23:53:25.040Z,"168km W of Ferndale, California",earthquake,8.6,13.8,0.057,40,reviewed,us,us
2017-01-06T08:48:34.730Z,42.4439,-126.7382,10,3.2,ml,,235,1.824,1.24,us,us10007rky,2017-03-27T23:53:24.040Z,"186km W of Port Orford, Oregon",earthquake,9.2,2,0.048,58,reviewed,us,us
2017-01-03T02:18:59.980Z,41.7504,-126.4755,10,3.2,ml,,247,1.739,0.71,us,us10007pdm,2017-03-27T23:53:19.040Z,"184km W of Brookings, Oregon",earthquake,8.2,2,0.05,52,reviewed,us,us
2016-12-22T03:42:49.840Z,41.0506,-127.1677,9.18,3.1,ml,,232,2.31,0.55,us,us10007nuh,2017-03-16T02:31:33.040Z,"250km WNW of Ferndale, California",earthquake,4.5,8.9,0.062,34,reviewed,us,us
2016-12-21T17:53:52.580Z,40.3853333,-126.3165,3.62,2.86,md,15,328,1.512,0.33,nc,nc72742270,2017-02-11T11:47:59.476Z,"175km W of Ferndale, California",earthquake,20.9,16.91,0.147,16,reviewed,nc,nc
2016-12-21T12:05:35.950Z,40.4087,-126.3832,10,3.2,ml,,250,1.562,1.05,us,us10007nua,2017-03-16T02:31:32.040Z,"180km W of Ferndale, California",earthquake,7.9,2,0.278,8,reviewed,us,nc
2016-12-17T07:42:10.350Z,40.5133333,-126.8983333,9.62,2.94,ml,12,329,1.951,0.09,nc,nc72739955,2017-02-11T11:09:51.881Z,"223km W of Ferndale, California",earthquake,1.42,31.61,0.187,4,reviewed,nc,nc
2016-12-15T03:48:10.460Z,40.5121,-126.9514,11.97,4.3,mb,,202,1.993,0.97,us,us200080xc,2017-03-09T02:14:31.040Z,"227km W of Ferndale, California",earthquake,9,7.6,0.101,28,reviewed,us,us
2016-12-09T12:14:05.000Z,40.4853333,-126.3118333,9.62,2.91,ml,17,322,1.505,0.19,nc,nc72734975,2017-02-11T09:45:32.574Z,"173km W of Ferndale, California",earthquake,2.62,31.61,0.222,6,reviewed,nc,nc
2016-12-08T20:57:09.320Z,40.4449,-126.3024,9.78,3.3,ml,,258,1.499,0.9,us,us20007zpi,2017-03-03T07:06:09.040Z,"173km W of Ferndale, California",earthquake,6.1,11.7,0.137,5,reviewed,us,nc
2016-12-08T18:18:01.800Z,40.3998,-126.425,10,3.3,ml,,263,1.595,0.87,us,us20007zpp,2017-03-03T07:06:09.040Z,"184km W of Ferndale, California",earthquake,8.1,2,0.262,6,reviewed,us,nc
2016-12-08T18:08:02.350Z,40.4177,-126.3537,10.48,3.4,ml,,255,1.53,0.96,us,us20007z8p,2017-03-03T07:06:09.040Z,"178km W of Ferndale, California",earthquake,7.5,13.1,0.057,41,reviewed,us,us
2016-12-08T16:32:46.520Z,40.4292,-126.3674,3.33,4.7,mwr,,191,1.549,0.99,us,us20007z7b,2017-03-18T00:08:22.218Z,"179km W of Ferndale, California",earthquake,6.3,5,0.053,34,reviewed,us,us
2016-12-08T16:23:44.640Z,40.4184,-126.5432,17.94,3.3,ml,,257,1.684,1.25,us,us20007z79,2017-03-03T07:06:08.040Z,"194km W of Ferndale, California",earthquake,9.1,13.3,0.049,54,reviewed,us,us
2016-12-08T15:53:09.830Z,40.3795,-126.4025,4.34,2.91,md,19,322,1.577,0.29,nc,nc72734660,2017-02-11T09:39:29.541Z,"182km W of Ferndale, California",earthquake,14.19,11.46,0.167,14,reviewed,nc,nc
2016-12-08T14:49:45.910Z,40.4535,-126.1936,8.45,6.6,mww,,55,1.405,1.11,us,us20007z6r,2019-06-23T05:05:55.304Z,"164km W of Ferndale, California",earthquake,6.1,2.4,,,reviewed,us,us
2016-12-06T17:07:28.320Z,41.4364,-126.3567,10,4.3,mwr,,162,1.758,1.21,us,us10007f7c,2017-03-03T07:06:05.040Z,"183km W of Crescent City, California",earthquake,6,1.9,0.052,35,reviewed,us,us
2016-11-26T04:12:47.860Z,41.8441,-125.8857,9.44,3,ml,,261,1.29,0.59,us,us10007d0y,2017-02-23T00:11:48.040Z,"134km W of Brookings, Oregon",earthquake,6.7,9.7,0.066,30,reviewed,us,us
2016-11-24T18:52:45.590Z,40.455,-125.9476667,10.35,3.84,ml,35,275,1.217,0.2,nc,nc72729085,2017-02-15T23:21:39.040Z,"143km W of Ferndale, California",earthquake,5.51,5.62,0.112,5,reviewed,nc,nc
2016-11-16T07:21:05.740Z,40.6401,-127.1228,9.54,3.2,md,,263,2.128,0.97,us,us100079t0,2017-02-11T07:23:47.020Z,"242km W of Ferndale, California",earthquake,10.7,8.3,0.19,27,reviewed,us,nc
2016-11-16T05:06:53.610Z,40.7005,-127.1354,12.59,3.2,ml,,266,2.142,0.66,us,us100078nr,2017-02-11T07:23:36.455Z,"243km W of Ferndale, California",earthquake,11.2,10.1,0.066,30,reviewed,us,us
2016-09-27T10:25:45.230Z,41.8124,-126.9099,10,2.8,ml,,272,2.039,1.16,us,us10006t4b,2016-12-14T03:17:53.040Z,"216km WSW of Gold Beach, Oregon",earthquake,6.5,2,0.052,48,reviewed,us,us
2016-09-25T09:50:51.190Z,41.8519,-126.0759,15.77,4.6,mb,,191,1.424,1.34,us,us10006sj1,2017-02-11T01:35:43.850Z,"150km W of Brookings, Oregon",earthquake,6.7,6.5,0.097,32,reviewed,us,us
2016-09-25T07:42:07.130Z,41.8298333,-126.4246667,22.99,2.93,ml,22,282,1.68,0.14,nc,nc72702236,2017-02-11T01:34:42.849Z,"177km WSW of Gold Beach, Oregon",earthquake,3.77,31.61,0.159,11,reviewed,nc,nc
2016-09-25T05:01:50.050Z,41.8428,-126.1354,10,4.9,mww,,163,1.465,0.82,us,us10006shx,2017-02-11T01:33:14.310Z,"154km WSW of Gold Beach, Oregon",earthquake,5.7,1.9,,,reviewed,us,us
2016-09-25T00:10:00.730Z,40.403,-125.9491667,25.04,2.91,ml,21,285,1.273,0.25,nc,nc72702061,2017-02-11T01:31:59.579Z,"144km W of Ferndale, California",earthquake,1.88,20.35,0.122,7,reviewed,nc,nc
2016-09-08T15:00:47.860Z,43.0202,-126.3867,10,2.9,ml,,219,1.514,0.95,us,us10006n12,2016-12-03T02:54:49.040Z,"157km WNW of Port Orford, Oregon",earthquake,7.2,2,0.045,66,reviewed,us,us
2016-09-06T09:39:03.390Z,43.0277,-126.5652,10,3,ml,,248,1.645,0.72,us,us10006mcz,2016-12-03T02:54:45.040Z,"171km W of Port Orford, Oregon",earthquake,9.8,2,0.048,56,reviewed,us,us
2016-09-02T21:25:22.370Z,41.4923,-126.1941,11.12,3,ml,,243,1.636,1.07,us,us10006jsb,2017-02-10T23:02:13.707Z,"168km W of Crescent City, California",earthquake,8.2,9.4,0.129,12,reviewed,us,nc
2016-08-11T23:28:52.120Z,41.6399,-127.0412,9.48,3,ml,,245,2.177,0.76,us,us10006d4x,2016-10-26T03:10:26.040Z,"233km W of Brookings, Oregon",earthquake,10.4,9.1,0.049,54,reviewed,us,us
2016-07-20T03:04:59.580Z,40.4245,-125.9265,23.03,2.74,md,22,284,1.213,0.28,nc,nc72663661,2017-02-10T17:12:01.351Z,"141km W of Ferndale, California",earthquake,2.39,31.61,0.129,16,reviewed,nc,nc
2016-07-10T01:51:48.760Z,40.8068333,-126.97,4.57,2.81,md,11,341,2.028,0.12,nc,nc72659916,2017-02-10T16:07:28.774Z,"230km W of Ferndale, California",earthquake,9.71,8.01,0.055,7,reviewed,nc,nc
2016-06-30T14:25:12.920Z,40.4501667,-125.8178333,9.03,2.82,md,22,308,1.129,0.25,nc,nc72657056,2017-02-10T15:32:44.356Z,"132km W of Ferndale, California",earthquake,2.35,31.61,0.115,14,reviewed,nc,nc
2016-06-24T05:09:49.970Z,42.005,-126.1879,10,3,ml,,241,1.474,1.1,us,us200066eh,2016-08-31T03:08:13.040Z,"152km WSW of Gold Beach, Oregon",earthquake,8.6,2,0.045,66,reviewed,us,us
2016-06-18T13:26:14.190Z,40.6485,-126.8238333,4.63,2.88,md,17,314,1.9,0.18,nc,nc72652641,2017-02-10T14:33:42.323Z,"216km W of Ferndale, California",earthquake,6.01,31.61,0.115,12,reviewed,nc,nc
2016-06-13T16:36:57.790Z,41.979,-126.0527,10.17,2.8,ml,,233,1.379,0.72,us,us200065iw,2016-08-25T01:22:54.040Z,"142km WSW of Gold Beach, Oregon",earthquake,8.7,8.9,0.045,64,reviewed,us,us
2016-06-13T16:26:48.770Z,41.9949,-125.9695,10,3.2,ml,,249,1.315,0.44,us,us2000643d,2016-08-25T01:22:54.040Z,"135km WSW of Gold Beach, Oregon",earthquake,4.7,2,0.045,64,reviewed,us,us
2016-06-13T14:27:43.960Z,42.0045,-126.528,4.82,2.56,ml,17,311,1.63,0.67,uw,uw61167456,2016-08-01T17:50:17.660Z,"off the coast of Oregon",earthquake,3.57,31.61,0.176,3,reviewed,uw,uw
2016-06-12T02:21:50.370Z,40.4481667,-125.9006667,18.62,2.87,md,24,288,1.24,0.24,nc,nc72650196,2017-02-10T14:03:17.254Z,"139km W of Ferndale, California",earthquake,7.1,10.57,0.215,15,reviewed,nc,nc
2016-06-04T16:58:24.880Z,40.5201,-126.8635,8.96,3.1,ml,,261,2.08,0.63,us,us2000622c,2017-02-10T13:18:59.569Z,"220km W of Ferndale, California",earthquake,10.2,14.5,0.06,36,reviewed,us,us
2016-05-21T08:41:10.320Z,40.3713,-127.5636,10,3.4,ml,,270,2.598,1.26,us,us10005j45,2016-08-03T22:33:40.040Z,"280km W of Ferndale, California",earthquake,11.7,2,0.06,36,reviewed,us,us
2016-05-12T20:30:46.690Z,42.4276,-127.2403,10,2.7,ml,,279,2.189,0.74,us,us10005gwx,2016-07-20T18:10:55.040Z,"227km W of Port Orford, Oregon",earthquake,10.3,2,0.062,34,reviewed,us,us
2016-05-08T08:19:44.290Z,40.3758,-126.1792,23.68,3.2,ml,,,,1.63,us,us10005fu7,2017-02-10T10:37:35.789Z,"163km W of Ferndale, California",earthquake,8.8,9.2,0.248,10,reviewed,nc,nc
2016-05-02T11:34:24.650Z,41.7811,-126.2016,11.28,3,md,,253,1.751,0.61,us,us10005d78,2017-02-10T10:00:34.194Z,"161km W of Brookings, Oregon",earthquake,8.7,9.7,0.118,14,reviewed,us,nc
2016-04-19T21:30:35.450Z,40.4284,-126.8158,14.51,2.6,ml,,267,2.057,0.81,us,us20005jy5,2016-06-27T23:02:20.040Z,"216km W of Ferndale, California",earthquake,10.5,15.7,0.06,36,reviewed,us,us
2016-04-15T08:36:50.960Z,40.4725,-126.1268333,9.62,2.7,md,23,309,1.364,0.25,nc,nc72622490,2017-02-10T08:17:28.158Z,"158km W of Ferndale, California",earthquake,2.2,31.61,0.157,19,reviewed,nc,nc
2016-03-31T13:29:05.080Z,40.8396,-126.7769,11.5,3.1,ml,,281,2.065,0.72,us,us20005dnh,2017-02-10T06:34:28.741Z,"214km W of Ferndale, California",earthquake,14,16.7,0.095,4,reviewed,us,nc
2016-03-31T04:52:48.560Z,41.1825,-127.2883,9.01,2.8,ml,,251,2.464,0.63,us,us20005fv3,2016-06-10T23:32:58.040Z,"263km WNW of Ferndale, California",earthquake,12.8,9.1,0.069,28,reviewed,us,us
2016-03-31T04:49:30.700Z,41.1202,-127.175,8.23,2.9,ml,,257,2.38,0.73,us,us20005dld,2016-06-10T23:32:58.040Z,"252km WNW of Ferndale, California",earthquake,13.1,9.2,0.059,38,reviewed,us,us
2016-03-31T04:23:40.340Z,41.1377,-127.1573,10.18,2.8,ml,,224,2.366,0.83,us,us20005dl9,2016-06-10T23:32:58.040Z,"251km WNW of Ferndale, California",earthquake,11.8,8.3,0.06,36,reviewed,us,us
2016-03-30T19:47:45.150Z,40.9986,-127.1611,10,4.6,mb,,175,2.377,1.24,us,us20005dh8,2017-02-10T06:28:36.260Z,"248km WNW of Ferndale, California",earthquake,5,1.9,0.057,92,reviewed,us,us
2016-03-30T14:20:44.440Z,41.1046,-126.7299,10,2.7,ml,,274,2.045,0.93,us,us20005fm6,2016-06-10T23:32:58.040Z,"216km WNW of Ferndale, California",earthquake,11.3,2,0.055,44,reviewed,us,us
2016-03-06T11:50:45.010Z,42.9961667,-126.861,4.852,2.82,ml,19,295,1.844,0.42,uw,uw61113747,2016-07-22T20:03:46.220Z,"off the coast of Oregon",earthquake,2.61,35.75,0.212,5,reviewed,uw,uw
2016-03-02T22:08:41.070Z,40.4618333,-126.4565,9.62,2.82,md,16,324,1.615,0.24,nc,nc72601195,2017-02-10T02:28:44.668Z,"186km W of Ferndale, California",earthquake,4.12,31.61,0.116,10,reviewed,nc,nc
2016-02-20T00:38:16.060Z,41.0601667,-125.9448333,13.44,2.81,md,31,299,1.353,0.16,nc,nc72594475,2017-02-10T00:28:43.896Z,"151km WNW of Bayview, California",earthquake,5.48,6.38,0.168,22,reviewed,nc,nc
2016-02-10T08:41:57.570Z,41.0922,-127.2914,8.17,3.4,ml,,179,2.469,0.93,us,us20004z8u,2016-04-19T01:33:28.040Z,"261km WNW of Ferndale, California",earthquake,9.1,5.8,0.049,54,reviewed,us,us
2016-01-30T00:30:52.570Z,41.0363,-127.3842,10,5,mww,,106,2.542,0.89,us,us20004vq9,2017-02-09T21:26:43.960Z,"268km WNW of Ferndale, California",earthquake,7.2,1.9,,,reviewed,us,us
2016-01-30T00:28:53.270Z,42.4613333,-126.7803333,4.63,3.93,ml,11,310,1.91,4.73,uw,uw61105502,2016-07-22T20:02:29.310Z,"off the coast of Oregon",earthquake,53.16,31.61,0.131,11,reviewed,uw,uw
2016-01-30T00:28:41.960Z,40.9167,-127.2074,10,5.1,mww,,73,2.354,1.13,us,us20004vq3,2017-02-09T21:26:29.410Z,"251km W of Ferndale, California",earthquake,6.3,1.8,,,reviewed,us,us
2016-01-29T14:38:25.220Z,40.9316,-127.1335,12.92,3.2,ml,,282,2.348,0.7,us,us20004wuz,2016-04-14T22:51:33.040Z,"245km W of Ferndale, California",earthquake,11.7,10.4,0.055,44,reviewed,us,us
2016-01-29T14:06:40.890Z,40.9241,-127.2332,15.32,3.4,ml,,266,2.42,1.01,us,us20004via,2017-02-09T21:23:06.963Z,"253km W of Ferndale, California",earthquake,9.7,9.8,0.05,52,reviewed,us,us
2016-01-29T10:21:31.000Z,40.8348,-127.2047,10,4.1,mb,,106,2.383,1.19,us,us20004vhd,2017-02-09T21:21:54.409Z,"250km W of Ferndale, California",earthquake,5.9,1.9,0.131,16,reviewed,us,us
2016-01-29T10:08:59.830Z,41.0179,-127.4591,10,3.2,ml,,271,2.6,0.81,us,us20004wuv,2016-04-14T22:51:33.040Z,"274km WNW of Ferndale, California",earthquake,13.3,2,0.064,32,reviewed,us,us
2016-01-29T10:05:42.090Z,40.9027,-127.2796,10,3.2,ml,,211,2.451,1.11,us,us20004wua,2016-04-14T22:51:33.040Z,"257km W of Ferndale, California",earthquake,4.6,2,0.057,40,reviewed,us,us
2016-01-29T09:35:09.960Z,40.7634,-127.3127,10,4.1,mb,,194,2.455,1,us,us20004vh5,2017-02-09T21:21:14.366Z,"258km W of Ferndale, California",earthquake,9.1,2,0.144,13,reviewed,us,us
2016-01-28T09:22:14.400Z,40.8285,-127.194,10,4.3,mb,,180,2.374,1.47,us,us20004v9m,2017-02-09T21:14:35.960Z,"249km W of Ferndale, California",earthquake,5.1,1.9,0.134,16,reviewed,us,us
2016-01-25T17:11:14.600Z,40.7065,-126.7482,10,2.9,ml,,259,2.022,0.95,us,us20004uja,2017-02-09T20:58:03.124Z,"210km W of Ferndale, California",earthquake,5.6,2,0.05,52,reviewed,us,us
2016-01-17T19:53:17.990Z,40.4808333,-125.936,20.18,3.89,mw,23,312,1.218,0.21,nc,nc72581181,2017-02-09T20:01:07.660Z,"142km W of Ferndale, California",earthquake,8.05,13.35,,3,reviewed,nc,nc
2016-01-09T13:44:32.570Z,42.291,-126.913,3.99,2.58,md,12,319,1.996,0.62,uw,uw61117876,2016-07-22T20:01:55.290Z,"off the coast of Oregon",earthquake,7,31.61,0.087,5,reviewed,uw,uw
2016-01-08T16:43:54.510Z,40.4298,-126.9663,2.06,3.8,ml,,289,2.006,1.03,us,us10004cdi,2017-02-09T18:56:02.182Z,"229km W of Ferndale, California",earthquake,8.4,2,0.17,14,reviewed,nc,nc
2015-12-12T02:22:47.770Z,42.9921667,-126.9256667,4.15,3.3,ml,16,299,2.036,0.78,uw,uw61111611,2016-07-22T20:01:23.220Z,"off the coast of Oregon",earthquake,5.73,65.89,0.187,18,reviewed,uw,uw
2015-11-19T03:33:45.110Z,42.9786667,-126.789,16.83,3.25,ml,16,304,1.806,0.54,uw,uw61091692,2016-07-22T20:00:39.040Z,"off the coast of Oregon",earthquake,2.87,38.09,0.131,5,reviewed,uw,uw
2015-10-23T16:52:42.690Z,40.8723333,-126.9433333,2.68,2.96,md,15,316,2.096,0.18,nc,nc72542575,2017-02-08T14:54:35.991Z,"228km W of Ferndale, California",earthquake,2.4,31.61,0.087,10,reviewed,nc,nc
2015-10-22T18:35:49.010Z,42.3911667,-126.9261667,3.82,2.57,md,14,306,2.337,0.83,uw,uw61082062,2016-07-22T19:59:17.000Z,"off the coast of Oregon",earthquake,7.37,31.61,0.011,5,reviewed,uw,uw
2015-10-15T01:15:12.710Z,40.6453,-127.2007,11.91,3.1,md,,267,2.354,0.83,us,us10003pam,2017-02-08T13:21:54.633Z,"248km W of Ferndale, California",earthquake,9.5,9.5,0.137,16,reviewed,us,nc
2015-09-24T18:42:05.770Z,41.7291,-126.6908,10,2.7,ml,,245,2.096,0.93,us,us10003lf6,2015-12-28T23:08:38.040Z,"202km W of Brookings, Oregon",earthquake,3.7,2,0.069,28,reviewed,us,us
2015-09-13T14:13:40.440Z,42.9905,-126.936,-0.128,2.64,ml,17,296,1.881,0.98,uw,uw61064912,2016-07-22T19:57:23.950Z,"off the coast of Oregon",earthquake,4.36,31.61,0.03,1,reviewed,uw,uw
2015-08-22T12:33:54.560Z,40.6404,-127.2633,14.55,4.4,mb,,205,2.4,0.96,us,us10003472,2017-02-08T08:42:44.602Z,"253km W of Ferndale, California",earthquake,9.3,7.8,0.148,13,reviewed,us,us
2015-08-14T06:41:31.900Z,41.2821,-127.1043,10,4.4,mb,,207,2.345,1.04,us,us10003271,2017-02-08T07:41:12.715Z,"247km WSW of Crescent City, California",earthquake,8.7,1.9,0.112,23,reviewed,us,us
2015-08-13T18:48:48.950Z,41.2922,-127.3103,10,4.5,mb,,174,2.484,1.37,us,us1000321k,2015-11-17T00:13:26.040Z,"264km W of Crescent City, California",earthquake,8.2,1.3,0.063,73,reviewed,us,us
2015-08-13T18:27:23.390Z,41.3844,-126.9374,10,3.8,mb,,220,2.189,1.39,us,us100035sx,2015-11-17T00:13:25.040Z,"231km W of Crescent City, California",earthquake,10.1,2,0.207,6,reviewed,us,us
2015-08-05T20:51:19.240Z,40.3938333,-125.8981667,4.442,2.86,md,15,328,1.193,0.27,nc,nc72501201,2017-02-08T06:48:42.849Z,"140km W of Ferndale, California",earthquake,14.8,12.68,0.236,29,reviewed,nc,nc
2015-08-04T19:57:31.090Z,41.8538333,-125.9423333,5,2.55,md,7,315,1.328,0.21,uw,uw61049282,2015-08-05T04:00:07.027Z,"139km W of Brookings, Oregon",earthquake,4.55,19.52,0.15,5,reviewed,uw,uw
2015-05-04T19:17:05.490Z,40.3919,-126.9552,10,4.2,mb,,198,2.135,1.23,us,us20002b9q,2017-02-07T18:09:57.248Z,"229km W of Ferndale, California",earthquake,7.5,2,0.121,19,reviewed,us,us
2015-05-03T15:29:13.520Z,40.5337,-127.2254,11.24,3.3,ml,,198,2.447,1.04,us,us20002azy,2017-02-07T17:59:49.318Z,"250km W of Ferndale, California",earthquake,10.7,4.8,,,reviewed,us,nc
2015-04-24T02:14:14.450Z,40.3373,-127.178,18,3,ml,,325,2.212,0.89,us,us200028q7,2017-02-07T16:21:01.200Z,"248km W of Ferndale, California",earthquake,12,2,0.161,6,reviewed,nc,nc
2015-04-24T01:34:55.550Z,40.4556,-127.1509,10,5.4,mww,,50,2.29,1.26,us,us200028pe,2017-02-07T16:20:26.290Z,"245km W of Ferndale, California",earthquake,7,1.8,,,reviewed,us,us
2015-04-12T10:43:53.790Z,40.4333333,-125.9201667,10.046,2.91,md,18,302,1.253,0.27,nc,nc72430431,2017-02-07T14:24:08.926Z,"141km W of Ferndale, California",earthquake,11.52,11.9,0.125,27,reviewed,nc,nc
2015-04-10T18:59:38.760Z,40.418,-126.1568,19.88,4.7,mwr,,199,1.532,0.86,us,us200025qi,2017-02-07T14:11:59.730Z,"161km W of Ferndale, California",earthquake,5.6,5.5,0.065,23,reviewed,us,us
2015-04-10T07:04:24.330Z,41.7687,-126.5961,10,2.5,ml,,240,1.821,0.87,us,us200025jr,2015-06-22T23:18:55.040Z,"193km WSW of Gold Beach, Oregon",earthquake,9.4,2,0.059,38,reviewed,us,us
2015-03-22T03:54:54.850Z,40.4403333,-127.137,4.176,3.31,md,9,342,2.18,0.14,nc,nc72415455,2017-02-07T11:28:23.469Z,"243km W of Ferndale, California",earthquake,11.04,8.42,0.218,24,reviewed,nc,nc
2015-03-17T14:00:35.570Z,41.8449,-126.1981,10.45,3.1,md,,283,1.514,0.43,us,us10001q2p,2017-02-07T10:49:57.626Z,"159km WSW of Gold Beach, Oregon",earthquake,7.4,10.6,0.089,12,reviewed,us,nc
2015-03-16T15:28:16.490Z,43.031,-126.6876667,4.181,2.54,md,16,323,2.247,0.76,uw,uw60985001,2016-07-22T19:47:29.430Z,"off the coast of Oregon",earthquake,7.16,31.61,0.059,4,reviewed,uw,uw
2015-03-04T13:51:38.380Z,40.6706,-127.0117,11.67,3,md,,260,2.27,0.84,us,usc000tuxi,2017-02-07T08:52:54.581Z,"232km W of Ferndale, California",earthquake,9.3,9.8,0.113,13,reviewed,us,nc
2015-02-26T17:45:28.810Z,41.6995,-126.8291,10.64,2.5,ml,,224,2.008,0.23,us,usc000tuls,2015-05-19T00:28:44.040Z,"214km W of Brookings, Oregon",earthquake,12.2,5.1,0.085,18,reviewed,us,us
2015-02-26T16:13:31.700Z,41.792,-126.7413,13.4,4,mb,,236,1.921,1.77,us,usc000ttcu,2015-05-19T00:28:44.040Z,"203km WSW of Gold Beach, Oregon",earthquake,10.2,8.8,0.196,8,reviewed,us,us
2015-02-12T14:09:08.630Z,41.3941,-126.9719,11.04,2.8,ml,,263,2.501,1.46,us,usb000tqa7,2015-05-11T23:20:09.040Z,"234km W of Crescent City, California",earthquake,10,10.1,0.091,16,reviewed,us,us
2015-01-29T00:47:40.270Z,40.4695,-126.1756667,3.162,2.88,md,22,310,1.401,0.27,nc,nc72388171,2017-02-07T03:24:31.743Z,"162km W of Ferndale, California",earthquake,13.89,10.92,0.177,31,reviewed,nc,nc
2015-01-27T10:08:21.790Z,40.4922,-126.017,3.05,3,ml,,290,1.281,1.34,us,usb000tik3,2017-02-07T03:06:11.568Z,"148km W of Ferndale, California",earthquake,8.5,8.3,0.18,14,reviewed,nc,nc
2015-01-11T18:49:50.690Z,41.8069,-126.5622,10.64,2.5,ml,,258,1.787,1.06,us,usc000tibq,2015-04-10T18:56:36.040Z,"189km WSW of Gold Beach, Oregon",earthquake,9.6,10.3,0.071,26,reviewed,us,us
2015-01-10T19:17:26.090Z,41.8736667,-126.001,4.01,2.85,md,10,310,1.363,0.13,nc,nc72378871,2017-02-07T01:03:20.202Z,"143km W of Brookings, Oregon",earthquake,8.42,7.48,0.104,17,reviewed,nc,nc
2015-01-10T15:15:57.410Z,41.8287,-126.0035,10.37,3.1,ml,,236,1.378,0.71,us,usc000teh9,2017-02-07T01:02:37.369Z,"144km W of Brookings, Oregon",earthquake,7.6,8.2,0.308,15,reviewed,us,nc
2015-01-08T23:04:25.190Z,40.5525,-126.0398333,11.922,2.77,md,16,319,1.299,0.08,nc,nc72377816,2017-02-07T00:50:32.476Z,"150km W of Ferndale, California",earthquake,5.24,6.1,0.089,14,reviewed,nc,nc
2015-01-06T11:12:18.890Z,42.676,-126.7963333,4.685,2.69,md,9,324,2.527,2.26,uw,uw60945337,2016-07-22T19:43:17.260Z,"off the coast of Oregon",earthquake,27,31.61,0.048,5,reviewed,uw,uw
2015-01-02T03:23:13.340Z,40.335,-126.3986667,19.622,2.91,md,20,325,1.578,0.24,nc,nc72373851,2017-02-06T23:43:51.827Z,"183km W of Ferndale, California",earthquake,4.35,31.61,0.088,15,reviewed,nc,nc
2014-12-23T00:37:22.010Z,41.8479,-126.8775,10,3.1,ml,,253,2.008,1.02,us,usc000t9at,2017-02-05T10:49:57.822Z,"212km WSW of Gold Beach, Oregon",earthquake,8.1,2,0.059,38,reviewed,us,us
2014-12-19T02:40:02.490Z,41.1093,-126.819,12.64,4.4,mb,,205,2.132,0.96,us,usc000t84t,2017-02-05T10:15:03.333Z,"223km WNW of Ferndale, California",earthquake,10.5,7.1,0.107,32,reviewed,us,us
2014-12-19T02:35:02.270Z,40.8417,-126.5622,6.71,3.6,mb,,255,1.921,0.93,us,usc000t84j,2017-02-05T10:14:57.984Z,"196km W of Ferndale, California",earthquake,11.3,13.2,0.353,7,reviewed,us,us
